BE/eV	PE: 160.0 eV
450.0	1994.0
449.0	1969.0
448.0	1920.0
447.0	1967.0
446.0	2031.0
445.0	1974.0
444.0	2052.0
443.0	2029.0
442.0	1975.0
441.0	1957.0
440.0	1996.0
439.0	2007.0
438.0	2040.0
437.0	1942.0
436.0	1998.0
435.0	1974.0
434.0	1907.0
433.0	1917.0
432.0	1908.0
431.0	2040.0
430.0	2088.0
429.0	2061.0
428.0	2241.0
427.0	2424.0
426.0	2447.0
425.0	2523.0
424.0	2412.0
423.0	2216.0
422.0	2099.0
421.0	1962.0
420.0	1908.0
419.0	1889.0
418.0	1837.0
417.0	1759.0
416.0	1772.0
415.0	1710.0
414.0	1656.0
413.0	1705.0
412.0	1679.0
411.0	1658.0
410.0	1727.0
409.0	1711.0
408.0	1668.0
407.0	1655.0
406.0	1656.0
405.0	1743.0
404.0	1626.0
403.0	1705.0
402.0	1666.0
401.0	1716.0
400.0	1946.0
399.0	1980.0
398.0	1836.0
397.0	1708.0
396.0	1649.0
395.0	1645.0
394.0	1666.0
393.0	1625.0
392.0	1632.0
391.0	1662.0
390.0	1671.0
389.0	1677.0
388.0	1605.0
387.0	1637.0
386.0	1672.0
385.0	1630.0
384.0	1711.0
383.0	1672.0
382.0	1639.0
381.0	1578.0
380.0	1647.0
379.0	1650.0
378.0	1606.0
377.0	1581.0
376.0	1634.0
375.0	1648.0
374.0	1568.0
373.0	1588.0
372.0	1642.0
371.0	1665.0
370.0	1666.0
369.0	1654.0
368.0	1635.0
367.0	1643.0
366.0	1602.0
365.0	1680.0
364.0	1662.0
363.0	1660.0
362.0	1637.0
361.0	1645.0
360.0	1737.0
359.0	1653.0
358.0	1593.0
357.0	1641.0
356.0	1650.0
355.0	1617.0
354.0	1576.0
353.0	1641.0
352.0	1669.0
351.0	1615.0
350.0	1619.0
349.0	1634.0
348.0	1552.0
347.0	1539.0
346.0	1585.0
345.0	1654.0
344.0	1673.0
343.0	1583.0
342.0	1625.0
341.0	1685.0
340.0	1623.0
339.0	1641.0
338.0	1633.0
337.0	1619.0
336.0	1534.0
335.0	1615.0
334.0	1615.0
333.0	1597.0
332.0	1584.0
331.0	1578.0
330.0	1606.0
329.0	1614.0
328.0	1610.0
327.0	1617.0
326.0	1627.0
325.0	1633.0
324.0	1589.0
323.0	1633.0
322.0	1642.0
321.0	1638.0
320.0	1685.0
319.0	1659.0
318.0	1691.0
317.0	1627.0
316.0	1610.0
315.0	1653.0
314.0	1591.0
313.0	1612.0
312.0	1577.0
311.0	1637.0
310.0	1622.0
309.0	1604.0
308.0	1599.0
307.0	1653.0
306.0	1599.0
305.0	1603.0
304.0	1582.0
303.0	1650.0
302.0	1606.0
301.0	1630.0
300.0	1593.0
299.0	1634.0
298.0	1580.0
297.0	1606.0
296.0	1602.0
295.0	1633.0
294.0	1561.0
293.0	1557.0
292.0	1639.0
291.0	1613.0
290.0	1570.0
289.0	1593.0
288.0	1611.0
287.0	1676.0
286.0	1722.0
285.0	1764.0
284.0	1800.0
283.0	2036.0
282.0	2235.0
281.0	1992.0
280.0	1677.0
279.0	1664.0
278.0	1616.0
277.0	1571.0
276.0	1641.0
275.0	1619.0
274.0	1678.0
273.0	1647.0
272.0	1611.0
271.0	1588.0
270.0	1608.0
269.0	1495.0
268.0	1560.0
267.0	1542.0
266.0	1529.0
265.0	1531.0
264.0	1617.0
263.0	1670.0
262.0	1648.0
261.0	1745.0
260.0	1875.0
259.0	2164.0
258.0	2346.0
257.0	2268.0
256.0	1931.0
255.0	1657.0
254.0	1474.0
253.0	1304.0
252.0	1263.0
251.0	1251.0
250.0	1301.0
249.0	1385.0
248.0	1542.0
247.0	1885.0
246.0	2273.0
245.0	2413.0
244.0	2121.0
243.0	1611.0
242.0	1259.0
241.0	1048.0
240.0	884.0
239.0	822.0
238.0	764.0
237.0	660.0
236.0	666.0
235.0	669.0
234.0	627.0
233.0	590.0
232.0	625.0
231.0	595.0
230.0	606.0
229.0	613.0
228.0	598.0
227.0	565.0
226.0	569.0
225.0	570.0
224.0	547.0
223.0	579.0
222.0	588.0
221.0	601.0
220.0	592.0
219.0	564.0
218.0	529.0
217.0	539.0
216.0	538.0
215.0	541.0
214.0	532.0
213.0	580.0
212.0	546.0
211.0	534.0
210.0	571.0
209.0	520.0
208.0	545.0
207.0	532.0
206.0	570.0
205.0	530.0
204.0	528.0
203.0	542.0
202.0	572.0
201.0	538.0
200.0	529.0
199.0	546.0
198.0	539.0
197.0	552.0
196.0	554.0
195.0	528.0
194.0	549.0
193.0	589.0
192.0	566.0
191.0	549.0
190.0	533.0
189.0	558.0
188.0	545.0
187.0	537.0
186.0	517.0
185.0	523.0
184.0	535.0
183.0	511.0
182.0	534.0
181.0	545.0
180.0	595.0
179.0	566.0
178.0	534.0
177.0	563.0
176.0	553.0
175.0	527.0
174.0	542.0
173.0	532.0
172.0	536.0
171.0	511.0
170.0	559.0
169.0	564.0
168.0	536.0
167.0	551.0
166.0	536.0
165.0	561.0
164.0	581.0
163.0	548.0
162.0	522.0
161.0	533.0
160.0	509.0
159.0	518.0
158.0	544.0
157.0	544.0
156.0	550.0
155.0	538.0
154.0	553.0
153.0	528.0
152.0	524.0
151.0	528.0
150.0	546.0
149.0	554.0
148.0	532.0
147.0	492.0
146.0	516.0
145.0	535.0
144.0	563.0
143.0	531.0
142.0	572.0
141.0	510.0
140.0	554.0
139.0	533.0
138.0	549.0
137.0	543.0
136.0	541.0
135.0	512.0
134.0	523.0
133.0	541.0
132.0	525.0
131.0	497.0
130.0	559.0
129.0	546.0
128.0	539.0
127.0	576.0
126.0	589.0
125.0	563.0
124.0	584.0
123.0	574.0
122.0	558.0
121.0	527.0
120.0	543.0
119.0	548.0
118.0	534.0
117.0	532.0
116.0	556.0
115.0	522.0
114.0	533.0
113.0	544.0
112.0	531.0
111.0	537.0
110.0	549.0
109.0	559.0
108.0	541.0
107.0	519.0
106.0	526.0
105.0	574.0
104.0	556.0
103.0	562.0
102.0	563.0
101.0	565.0
100.0	575.0
99.0	576.0
98.0	580.0
97.0	550.0
96.0	536.0
95.0	565.0
94.0	587.0
93.0	549.0
92.0	557.0
91.0	546.0
90.0	572.0
89.0	588.0
88.0	565.0
87.0	578.0
86.0	589.0
85.0	589.0
84.0	554.0
83.0	548.0
82.0	564.0
81.0	560.0
80.0	585.0
79.0	621.0
78.0	600.0
77.0	600.0
76.0	576.0
75.0	546.0
74.0	572.0
73.0	575.0
72.0	547.0
71.0	566.0
70.0	553.0
69.0	564.0
68.0	541.0
67.0	551.0
66.0	552.0
65.0	571.0
64.0	617.0
63.0	622.0
62.0	584.0
61.0	594.0
60.0	610.0
59.0	613.0
58.0	591.0
57.0	617.0
56.0	618.0
55.0	601.0
54.0	560.0
53.0	561.0
52.0	609.0
51.0	617.0
50.0	635.0
49.0	614.0
48.0	616.0
47.0	549.0
46.0	478.0
45.0	423.0
44.0	413.0
43.0	395.0
42.0	441.0
41.0	455.0
40.0	532.0
39.0	560.0
38.0	546.0
37.0	739.0
36.0	1513.0
35.0	2015.0
34.0	2113.0
33.0	2235.0
32.0	1102.0
31.0	229.0
30.0	108.0
29.0	74.0
28.0	80.0
27.0	72.0
26.0	74.0
25.0	65.0
24.0	71.0
23.0	87.0
22.0	94.0
21.0	122.0
20.0	150.0
19.0	130.0
18.0	80.0
17.0	51.0
16.0	45.0
15.0	36.0
14.0	40.0
13.0	32.0
12.0	36.0
11.0	32.0
10.0	31.0
